Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
336,10185,10185,0,0,0,0,
337,8490,8490,0,0,0,0,
338,7830,7830,0,0,0,0,
339,7785,7785,0,0,0,0,
340,7725,7725,0,0,0,0,
341,8625,8625,0,0,0,0,
342,11925,11925,0,0,0,0,
343,16635,16635,0,0,0,0,
344,15465,15465,1530,0,-1530,0,
345,12495,12495,6390,0,-6390,0,
346,12600,12600,6030,0,-6030,0,
347,12525,7486,12870,5039,-7565.79,0,
348,11835,-17919,31320,29754,0,0,
349,11685,-7638,20340,19323,0,0,
350,11580,-18601.5,31770,30181.5,0,0,
351,12120,0,9990,12120,2767.89,0,
352,14220,-43.8333,18090,14263.8,-3075.44,0,
353,19080,0,900,19080,19184.2,0,
354,24900,24900,0,0,0,0,
355,28005,28005,0,0,0,0,
356,27450,76950,0,0,0,49500,
357,23940,73440,0,0,0,49500,
358,19425,68925,0,0,0,49500,
359,14910,55883.7,0,0,0,40973.7,
360,10215,10215,0,0,0,0,
361,8640,8640,0,0,0,0,
362,8040,8040,0,0,0,0,
363,7905,7905,0,0,0,0,
364,7815,7815,0,0,0,0,
365,8625,8625,0,0,0,0,
366,11850,11850,0,0,0,0,
367,16575,16575,0,0,0,0,
368,15390,15390,2610,0,-2610,0,
369,12495,12495,6390,0,-6390,0,
370,12570,12570,6390,0,-6390,0,
371,12390,-2158.5,21240,14548.5,-5925.79,0,
372,11745,-22198.5,35730,33943.5,0,0,
373,11685,-8065.5,20790,19750.5,0,0,
374,11580,2431.5,9630,9148.5,0,0,
375,12120,-448.5,13230,12568.5,0,0,
376,14220,-571.5,15570,14791.5,0,0,
377,19080,0,900,19080,19184.2,0,
378,24900,24900,0,0,0,0,
379,28005,28005,0,0,0,0,
380,27450,76950,0,0,0,49500,
381,23940,73440,0,0,0,49500,
382,19425,68925,0,0,0,49500,
383,15090,56063.7,0,0,0,40973.7,
384,10545,10545,0,0,0,0,
385,9000,9000,0,0,0,0,
386,8445,8445,0,0,0,0,
387,8310,8310,0,0,0,0,
388,8250,8250,0,0,0,0,
389,9120,9120,0,0,0,0,
390,12390,12390,0,0,0,0,
391,17070,17070,0,0,0,0,
392,15645,15645,10800,0,-10800,0,
393,12390,-2244,25920,14634,-10515.8,0,
394,12255,-23056.5,37170,35311.5,0,0,
395,12135,-32154,46620,44289,0,0,
396,11745,-37075.5,51390,48820.5,0,0,
397,11685,-35254.5,49410,46939.5,0,0,
398,11580,-29203.5,42930,40783.5,0,0,
399,12120,-17377.5,31050,29497.5,0,0,
400,14220,-3393,18540,17613,0,0,
401,19080,0,1170,19080,18914.2,0,
402,24900,24900,0,0,0,0,
403,28005,28005,0,0,0,0,
404,27450,76950,0,0,0,49500,
405,23940,73440,0,0,0,49500,
406,19455,68955,0,0,0,49500,
407,15105,56078.7,0,0,0,40973.7,
408,10695,10695,0,0,0,0,
409,9195,9195,0,0,0,0,
410,8700,8700,0,0,0,0,
411,8730,8730,0,0,0,0,
412,8655,8655,0,0,0,0,
413,9465,9465,0,0,0,0,
414,12960,12960,0,0,0,0,
415,17580,17580,0,0,0,0,
416,16125,16125,7920,0,-7920,0,
417,13005,6550.5,19890,6454.5,-13095.8,0,
418,12675,-24261,38880,36936,0,0,
419,12240,-33331.5,47970,45571.5,0,0,
420,11745,-37503,51840,49248,0,0,
421,11685,-32262,46260,43947,0,0,
422,11580,-28092,41760,39672,0,0,
423,12120,-16009.5,29610,28129.5,0,0,
424,14220,-3136.5,18270,17356.5,0,0,
425,19080,0,1260,19080,18824.2,0,
426,24900,24900,0,0,0,0,
427,28005,28005,0,0,0,0,
428,27450,76950,0,0,0,49500,
429,23940,73440,0,0,0,49500,
430,19590,69090,0,0,0,49500,
431,15315,56288.7,0,0,0,40973.7,
432,10995,10995,0,0,0,0,
433,9450,9450,0,0,0,0,
434,8895,8895,0,0,0,0,
435,8790,8790,0,0,0,0,
436,8745,8745,0,0,0,0,
437,9630,9630,0,0,0,0,
438,13170,13170,0,0,0,0,
439,17865,17865,0,0,0,0,
440,16500,16500,10260,0,-10260,0,
441,13455,322,24480,13133,-10655.8,0,
442,13575,-8398.5,23130,21973.5,0,0,
443,13350,-15121.5,29970,28471.5,0,0,
444,12465,-34902,49860,47367,0,0,
445,12345,-16725,30600,29070,0,0,
446,12135,-25912.5,40050,38047.5,0,0,
447,12720,-4038,17640,16758,0,0,
448,14760,-1314,16920,16074,0,0,
449,19620,0,1260,19620,19392.6,0,
450,25425,25425,0,0,0,0,
451,28530,28530,0,0,0,0,
452,27990,77490,0,0,0,49500,
453,24510,74010,0,0,0,49500,
454,20115,69615,0,0,0,49500,
455,15660,56633.7,0,0,0,40973.7,
456,11085,11085,0,0,0,0,
457,9510,9510,0,0,0,0,
458,9030,9030,0,0,0,0,
459,8910,8910,0,0,0,0,
460,8880,8880,0,0,0,0,
461,9825,9825,0,0,0,0,
462,13395,13395,0,0,0,0,
463,18120,18120,0,0,0,0,
464,16770,16770,10350,0,-10350,0,
465,13515,-129.5,25560,13644.5,-11197.4,0,
466,13410,-23184,38520,36594,0,0,
467,13080,-31978.5,47430,45058.5,0,0,
468,12465,-36355.5,51390,48820.5,0,0,
469,12345,-35022,49860,47367,0,0,
