Time step,Grid total load,Grid net load,s1 total load,
924,101.68,101.68,101.68,
925,101.432,101.432,101.432,
926,100.812,100.812,100.812,
927,104.408,104.408,104.408,
928,118.296,118.296,118.296,
929,153.636,153.636,153.636,
930,193.192,193.192,193.192,
931,220.348,220.348,220.348,
932,223.572,632.772,632.772,
933,206.46,615.66,615.66,
934,169.632,578.832,578.832,
935,132.68,471.396,471.396,
936,95.728,95.728,95.728,
937,82.088,82.088,82.088,
938,76.632,76.632,76.632,
939,74.772,74.772,74.772,
940,73.532,73.532,73.532,
941,80.476,80.476,80.476,
942,106.516,106.516,106.516,
943,142.228,142.228,142.228,
944,131.688,131.688,131.688,
945,112.344,112.344,112.344,
946,114.576,114.576,114.576,
947,113.46,113.46,113.46,
948,108.376,108.376,108.376,
949,105.648,105.648,105.648,
950,102.3,102.3,102.3,
951,105.524,105.524,105.524,
952,118.544,118.544,118.544,
953,153.636,153.636,153.636,
954,193.812,193.812,193.812,
955,222.828,222.828,222.828,
956,225.68,634.88,634.88,
957,209.56,618.76,618.76,
958,172.856,582.056,582.056,
959,135.284,474,474,
960,96.596,96.596,96.596,
961,83.328,83.328,83.328,
962,78.492,78.492,78.492,
963,77.376,77.376,77.376,
964,76.26,76.26,76.26,
965,83.328,83.328,83.328,
966,110.856,110.856,110.856,
967,145.948,145.948,145.948,
968,133.548,133.548,133.548,
969,110.856,110.856,110.856,
970,111.6,111.6,111.6,
971,108.252,108.252,108.252,
972,101.804,101.804,101.804,
973,99.448,99.448,99.448,
974,96.968,96.968,96.968,
975,100.812,100.812,100.812,
976,114.328,114.328,114.328,
977,149.792,149.792,149.792,
978,190.836,190.836,190.836,
979,219.356,219.356,219.356,
980,222.952,632.152,632.152,
981,207.204,616.404,616.404,
982,170.748,579.948,579.948,
983,133.548,472.264,472.264,
984,94.612,94.612,94.612,
985,82.46,82.46,82.46,
986,77.996,77.996,77.996,
987,77.252,77.252,77.252,
988,76.26,76.26,76.26,
989,82.832,82.832,82.832,
990,109.616,109.616,109.616,
991,143.22,143.22,143.22,
992,128.836,128.836,128.836,
993,104.532,104.532,104.532,
994,103.664,103.664,103.664,
995,100.564,100.564,100.564,
996,94.488,94.488,94.488,
997,93.372,93.372,93.372,
998,92.256,92.256,92.256,
999,95.852,95.852,95.852,
1000,109.864,109.864,109.864,
1001,142.972,142.972,142.972,
1002,185.38,185.38,185.38,
1003,213.28,213.28,213.28,
1004,215.76,624.96,624.96,
1005,199.02,608.22,608.22,
1006,162.812,572.012,572.012,
1007,127.472,466.188,466.188,
1008,90.148,90.148,90.148,
1009,76.88,76.88,76.88,
1010,72.54,72.54,72.54,
1011,71.796,71.796,71.796,
1012,71.176,71.176,71.176,
1013,78.244,78.244,78.244,
1014,104.532,104.532,104.532,
1015,139.004,139.004,139.004,
1016,125.488,125.488,125.488,
1017,101.432,101.432,101.432,
1018,100.316,100.316,100.316,
1019,97.588,97.588,97.588,
1020,93.868,93.868,93.868,
1021,93.372,93.372,93.372,
1022,92.256,92.256,92.256,
1023,95.852,95.852,95.852,
1024,109.864,109.864,109.864,
1025,142.972,142.972,142.972,
1026,185.38,185.38,185.38,
1027,213.28,213.28,213.28,
1028,215.76,624.96,624.96,
1029,198.4,607.6,607.6,
1030,161.076,570.276,570.276,
1031,123.876,462.592,462.592,
1032,86.428,86.428,86.428,
1033,73.656,73.656,73.656,
1034,69.192,69.192,69.192,
1035,68.324,68.324,68.324,
1036,67.456,67.456,67.456,
1037,74.152,74.152,74.152,
1038,99.572,99.572,99.572,
1039,134.416,134.416,134.416,
1040,122.264,122.264,122.264,
1041,100.688,100.688,100.688,
1042,101.308,101.308,101.308,
1043,100.316,100.316,100.316,
1044,94.984,94.984,94.984,
1045,93.372,93.372,93.372,
1046,92.256,92.256,92.256,
1047,95.852,95.852,95.852,
1048,109.864,109.864,109.864,
1049,142.972,142.972,142.972,
1050,185.38,185.38,185.38,
1051,213.28,213.28,213.28,
1052,215.76,624.96,624.96,
1053,198.4,607.6,607.6,
1054,161.076,570.276,570.276,
1055,123.628,462.344,462.344,
1056,86.428,86.428,86.428,
1057,73.78,73.78,73.78,
1058,69.068,69.068,69.068,
1059,68.076,68.076,68.076,
1060,67.58,67.58,67.58,
1061,74.276,74.276,74.276,
1062,99.82,99.82,99.82,
1063,134.292,134.292,134.292,
1064,121.396,121.396,121.396,
1065,98.952,98.952,98.952,
1066,97.216,97.216,97.216,
1067,97.092,97.092,97.092,
1068,93.868,93.868,93.868,
1069,93.372,93.372,93.372,
1070,92.256,92.256,92.256,
1071,95.852,95.852,95.852,
1072,109.864,109.864,109.864,
1073,142.972,142.972,142.972,
1074,185.38,185.38,185.38,
1075,213.28,213.28,213.28,
1076,215.76,624.96,624.96,
1077,198.4,607.6,607.6,
1078,161.076,570.276,570.276,
1079,123.628,462.344,462.344,
1080,84.444,84.444,84.444,
1081,70.432,70.432,70.432,
1082,64.604,64.604,64.604,
1083,62.744,62.744,62.744,
1084,61.38,61.38,61.38,
1085,68.2,68.2,68.2,
1086,92.752,92.752,92.752,
1087,128.588,128.588,128.588,
1088,117.056,117.056,117.056,
1089,95.976,95.976,95.976,
1090,96.596,96.596,96.596,
1091,97.092,97.092,97.092,
1092,93.868,93.868,93.868,
1093,93.372,93.372,93.372,
1094,92.256,92.256,92.256,
1095,95.852,95.852,95.852,
1096,109.864,109.864,109.864,
1097,143.592,143.592,143.592,
1098,185.38,185.38,185.38,
1099,213.28,213.28,213.28,
1100,215.76,624.96,624.96,
1101,198.772,607.972,607.972,
1102,162.44,571.64,571.64,
1103,126.108,464.824,464.824,
1104,88.784,88.784,88.784,
1105,75.144,75.144,75.144,
1106,69.812,69.812,69.812,
1107,68.2,68.2,68.2,
1108,67.084,67.084,67.084,
1109,73.532,73.532,73.532,
1110,99.448,99.448,99.448,
1111,135.78,135.78,135.78,
1112,124.868,124.868,124.868,
1113,103.912,103.912,103.912,
1114,104.78,104.78,104.78,
1115,104.532,104.532,104.532,
1116,99.82,99.82,99.82,
1117,98.704,98.704,98.704,
1118,96.968,96.968,96.968,
1119,100.812,100.812,100.812,
1120,114.328,114.328,114.328,
1121,147.436,147.436,147.436,
1122,189.72,189.72,189.72,
1123,217.62,217.62,217.62,
1124,220.224,629.424,629.424,
1125,202.864,612.064,612.064,
1126,164.672,573.872,573.872,
1127,125.612,464.328,464.328,
1128,85.932,85.932,85.932,
1129,72.912,72.912,72.912,
1130,68.448,68.448,68.448,
1131,67.58,67.58,67.58,
1132,67.084,67.084,67.084,
1133,73.904,73.904,73.904,
1134,100.564,100.564,100.564,
1135,136.896,136.896,136.896,
1136,124.868,124.868,124.868,
1137,103.044,103.044,103.044,
1138,102.92,102.92,102.92,
1139,103.664,103.664,103.664,
1140,99.82,99.82,99.82,
1141,98.704,98.704,98.704,
1142,96.968,96.968,96.968,
1143,100.812,100.812,100.812,
1144,114.328,114.328,114.328,
1145,147.436,147.436,147.436,
1146,189.72,189.72,189.72,
1147,217.62,217.62,217.62,
1148,220.224,629.424,629.424,
1149,202.864,612.064,612.064,
1150,164.672,573.872,573.872,
1151,125.612,464.328,464.328,
1152,84.444,84.444,84.444,
1153,70.432,70.432,70.432,
1154,64.604,64.604,64.604,
1155,62.868,62.868,62.868,
1156,62.62,62.62,62.62,
1157,69.316,69.316,69.316,
1158,94.736,94.736,94.736,
1159,130.82,130.82,130.82,
1160,118.296,118.296,118.296,
1161,95.604,95.604,95.604,
1162,95.852,95.852,95.852,
1163,97.092,97.092,97.092,
1164,93.868,93.868,93.868,
1165,93.372,93.372,93.372,
1166,92.256,92.256,92.256,
1167,95.852,95.852,95.852,
1168,109.864,109.864,109.864,
1169,142.972,142.972,142.972,
1170,185.38,185.38,185.38,
1171,213.28,213.28,213.28,
1172,215.76,624.96,624.96,
1173,198.4,607.6,607.6,
1174,161.076,570.276,570.276,
1175,123.628,462.344,462.344,
1176,84.444,84.444,84.444,
1177,70.432,70.432,70.432,
1178,64.604,64.604,64.604,
1179,62.744,62.744,62.744,
1180,61.132,61.132,61.132,
1181,67.58,67.58,67.58,
1182,92.008,92.008,92.008,
1183,128.464,128.464,128.464,
1184,116.684,116.684,116.684,
1185,95.604,95.604,95.604,
1186,95.852,95.852,95.852,
1187,97.092,97.092,97.092,
1188,93.868,93.868,93.868,
1189,93.372,93.372,93.372,
1190,92.256,92.256,92.256,
1191,95.852,95.852,95.852,
1192,109.864,109.864,109.864,
1193,142.972,142.972,142.972,
1194,185.38,185.38,185.38,
1195,213.28,213.28,213.28,
1196,215.76,624.96,624.96,
1197,198.4,607.6,607.6,
1198,161.076,570.276,570.276,
1199,123.628,462.344,462.344,
1200,84.444,84.444,84.444,
1201,70.432,70.432,70.432,
1202,64.604,64.604,64.604,
1203,62.744,62.744,62.744,
1204,61.132,61.132,61.132,
1205,67.58,67.58,67.58,
1206,91.14,91.14,91.14,
1207,128.464,128.464,128.464,
1208,116.684,116.684,116.684,
1209,95.604,95.604,95.604,
1210,95.852,95.852,95.852,
1211,97.092,97.092,97.092,
1212,93.868,93.868,93.868,
1213,93.372,93.372,93.372,
1214,92.256,92.256,92.256,
1215,95.852,95.852,95.852,
1216,109.864,109.864,109.864,
1217,142.972,142.972,142.972,
1218,185.38,185.38,185.38,
1219,213.28,213.28,213.28,
1220,215.76,624.96,624.96,
1221,198.4,607.6,607.6,
1222,161.076,570.276,570.276,
1223,123.628,462.344,462.344,
1224,84.444,84.444,84.444,
1225,70.432,70.432,70.432,
1226,64.604,64.604,64.604,
1227,62.868,62.868,62.868,
1228,62.62,62.62,62.62,
1229,70.308,70.308,70.308,
1230,96.72,96.72,96.72,
1231,131.688,131.688,131.688,
1232,118.916,118.916,118.916,
1233,95.604,95.604,95.604,
1234,95.852,95.852,95.852,
1235,97.092,97.092,97.092,
1236,93.868,93.868,93.868,
1237,93.372,93.372,93.372,
1238,92.256,92.256,92.256,
1239,95.852,95.852,95.852,
1240,109.864,109.864,109.864,
1241,142.972,142.972,142.972,
1242,185.38,185.38,185.38,
1243,213.28,213.28,213.28,
1244,215.76,624.96,624.96,
1245,198.4,607.6,607.6,
1246,161.076,570.276,570.276,
1247,123.628,462.344,462.344,
1248,84.444,84.444,84.444,
1249,70.432,70.432,70.432,
1250,64.604,64.604,64.604,
1251,62.744,62.744,62.744,
1252,62.744,62.744,62.744,
1253,70.184,70.184,70.184,
1254,96.596,96.596,96.596,
1255,131.564,131.564,131.564,
1256,118.42,118.42,118.42,
1257,95.604,95.604,95.604,
1258,95.852,95.852,95.852,
1259,97.092,97.092,97.092,
1260,93.868,93.868,93.868,
1261,93.372,93.372,93.372,
1262,92.256,92.256,92.256,
1263,95.852,95.852,95.852,
1264,109.864,109.864,109.864,
1265,142.972,142.972,142.972,
1266,185.38,185.38,185.38,
1267,213.28,213.28,213.28,
1268,215.76,624.96,624.96,
1269,198.4,607.6,607.6,
1270,161.076,570.276,570.276,
1271,123.628,462.344,462.344,
1272,85.312,85.312,85.312,
1273,70.928,70.928,70.928,
1274,64.976,64.976,64.976,
1275,62.992,62.992,62.992,
1276,62.248,62.248,62.248,
1277,70.184,70.184,70.184,
1278,97.092,97.092,97.092,
1279,133.424,133.424,133.424,
1280,122.016,122.016,122.016,
1281,101.308,101.308,101.308,
1282,102.3,102.3,102.3,
1283,103.664,103.664,103.664,
1284,99.82,99.82,99.82,
1285,98.704,98.704,98.704,
1286,96.968,96.968,96.968,
1287,100.812,100.812,100.812,
1288,114.328,114.328,114.328,
1289,147.436,147.436,147.436,
1290,189.72,189.72,189.72,
1291,217.62,217.62,217.62,
1292,220.224,629.424,629.424,
1293,202.864,612.064,612.064,
1294,164.672,573.872,573.872,
1295,125.612,464.328,464.328,
1296,85.312,85.312,85.312,
1297,70.928,70.928,70.928,
1298,64.976,64.976,64.976,
1299,62.992,62.992,62.992,
1300,61.504,61.504,61.504,
1301,68.076,68.076,68.076,
1302,92.38,92.38,92.38,
1303,131.068,131.068,131.068,
1304,120.776,120.776,120.776,
1305,101.308,101.308,101.308,
1306,102.3,102.3,102.3,
1307,103.664,103.664,103.664,
1308,99.82,99.82,99.82,
1309,98.704,98.704,98.704,
1310,96.968,96.968,96.968,
1311,100.812,100.812,100.812,
1312,114.328,114.328,114.328,
1313,147.436,147.436,147.436,
1314,189.72,189.72,189.72,
1315,217.62,217.62,217.62,
1316,220.224,629.424,629.424,
1317,202.864,612.064,612.064,
1318,164.672,573.872,573.872,
1319,125.612,464.328,464.328,
1320,84.444,84.444,84.444,
1321,70.432,70.432,70.432,
1322,64.604,64.604,64.604,
1323,62.744,62.744,62.744,
1324,61.132,61.132,61.132,
1325,67.58,67.58,67.58,
1326,91.14,91.14,91.14,
1327,128.464,128.464,128.464,
1328,116.684,116.684,116.684,
1329,95.604,95.604,95.604,
1330,95.852,95.852,95.852,
1331,97.092,97.092,97.092,
1332,93.868,93.868,93.868,
1333,93.372,93.372,93.372,
1334,92.256,92.256,92.256,
1335,95.852,95.852,95.852,
1336,109.864,109.864,109.864,
1337,142.972,142.972,142.972,
1338,185.38,185.38,185.38,
1339,213.28,213.28,213.28,
1340,215.76,624.96,624.96,
1341,198.4,607.6,607.6,
1342,161.076,570.276,570.276,
1343,123.628,462.344,462.344,
1344,84.444,84.444,84.444,
1345,70.432,70.432,70.432,
1346,64.604,64.604,64.604,
1347,62.744,62.744,62.744,
1348,61.132,61.132,61.132,
1349,67.58,67.58,67.58,
1350,91.14,91.14,91.14,
1351,128.464,128.464,128.464,
1352,116.684,116.684,116.684,
1353,95.604,95.604,95.604,
1354,95.852,95.852,95.852,
1355,97.092,97.092,97.092,
1356,93.868,93.868,93.868,
1357,93.372,93.372,93.372,
1358,92.256,92.256,92.256,
1359,95.852,95.852,95.852,
1360,109.864,109.864,109.864,
1361,142.972,142.972,142.972,
1362,185.38,185.38,185.38,
1363,213.28,213.28,213.28,
1364,215.76,624.96,624.96,
1365,198.4,607.6,607.6,
1366,161.076,570.276,570.276,
1367,123.628,462.344,462.344,
1368,84.444,84.444,84.444,
1369,70.432,70.432,70.432,
1370,64.604,64.604,64.604,
1371,62.744,62.744,62.744,
1372,61.132,61.132,61.132,
1373,67.58,67.58,67.58,
1374,91.14,91.14,91.14,
1375,128.464,128.464,128.464,
1376,116.684,116.684,116.684,
1377,95.604,95.604,95.604,
1378,95.852,95.852,95.852,
1379,97.092,97.092,97.092,
1380,93.868,93.868,93.868,
1381,93.372,93.372,93.372,
1382,92.256,92.256,92.256,
1383,95.852,95.852,95.852,
1384,109.864,109.864,109.864,
1385,142.972,142.972,142.972,
1386,185.38,185.38,185.38,
1387,213.28,213.28,213.28,
1388,215.76,624.96,624.96,
1389,198.4,607.6,607.6,
1390,161.076,570.276,570.276,
1391,123.628,462.344,462.344,
1392,84.444,84.444,84.444,
1393,70.432,70.432,70.432,
1394,64.604,64.604,64.604,
1395,62.744,62.744,62.744,
1396,61.132,61.132,61.132,
1397,67.58,67.58,67.58,
1398,91.14,91.14,91.14,
1399,128.464,128.464,128.464,
1400,116.684,116.684,116.684,
1401,95.604,95.604,95.604,
1402,95.852,95.852,95.852,
1403,97.092,97.092,97.092,
1404,93.868,93.868,93.868,
1405,93.372,93.372,93.372,
1406,92.256,92.256,92.256,
1407,95.852,95.852,95.852,
1408,109.864,109.864,109.864,
1409,142.972,142.972,142.972,
1410,185.38,185.38,185.38,
1411,213.28,213.28,213.28,
1412,215.76,624.96,624.96,
1413,198.4,607.6,607.6,
1414,161.076,570.276,570.276,
1415,123.628,462.344,462.344,
1416,101.432,101.432,101.432,
1417,113.212,113.212,113.212,
1418,59.892,59.892,59.892,
1419,58.156,58.156,58.156,
1420,57.164,57.164,57.164,
1421,62.62,62.62,62.62,
1422,81.344,81.344,81.344,
1423,111.104,111.104,111.104,
1424,100.812,100.812,100.812,
1425,87.544,87.544,87.544,
1426,88.66,88.66,88.66,
1427,89.776,89.776,89.776,
1428,86.8,86.8,86.8,
1429,85.684,85.684,85.684,
1430,84.072,84.072,84.072,
1431,87.296,87.296,87.296,
1432,98.208,98.208,98.208,
1433,123.752,123.752,123.752,
1434,157.976,157.976,157.976,
1435,187.488,187.488,187.488,
1436,203.856,613.056,613.056,
1437,186.744,595.944,595.944,
1438,151.528,560.728,560.728,
1439,115.94,454.656,454.656,
1440,79.856,79.856,79.856,
1441,66.092,66.092,66.092,
1442,60.14,60.14,60.14,
1443,58.776,58.776,58.776,
1444,59.396,59.396,59.396,
1445,65.968,65.968,65.968,
1446,87.916,87.916,87.916,
1447,116.684,116.684,116.684,
1448,106.516,106.516,106.516,
1449,93.248,93.248,93.248,
1450,94.984,94.984,94.984,
1451,96.224,96.224,96.224,
1452,92.752,92.752,92.752,
1453,91.14,91.14,91.14,
1454,88.66,88.66,88.66,
1455,92.132,92.132,92.132,
1456,104.656,104.656,104.656,
1457,129.332,129.332,129.332,
1458,171.244,171.244,171.244,
1459,199.64,199.64,199.64,
1460,214.148,623.348,623.348,
1461,191.208,600.408,600.408,
1462,155.124,564.324,564.324,
1463,117.924,456.64,456.64,
1464,79.856,79.856,79.856,
1465,66.092,66.092,66.092,
1466,60.14,60.14,60.14,
1467,58.404,58.404,58.404,
1468,58.652,58.652,58.652,
1469,64.728,64.728,64.728,
1470,87.172,87.172,87.172,
1471,115.94,115.94,115.94,
1472,106.02,106.02,106.02,
1473,93.248,93.248,93.248,
1474,94.984,94.984,94.984,
1475,96.224,96.224,96.224,
1476,92.752,92.752,92.752,
1477,91.14,91.14,91.14,
1478,89.404,89.404,89.404,
1479,104.284,104.284,104.284,
1480,125.24,125.24,125.24,
1481,163.184,163.184,163.184,
1482,194.804,194.804,194.804,
1483,221.216,221.216,221.216,
1484,232.624,641.824,641.824,
1485,209.064,618.264,618.264,
1486,162.192,571.392,571.392,
1487,117.924,456.64,456.64,
1488,78.988,78.988,78.988,
1489,65.596,65.596,65.596,
1490,59.892,59.892,59.892,
1491,58.156,58.156,58.156,
1492,57.164,57.164,57.164,
1493,62.62,62.62,62.62,
1494,82.832,82.832,82.832,
1495,111.104,111.104,111.104,
1496,100.812,100.812,100.812,
1497,87.544,87.544,87.544,
1498,88.66,88.66,88.66,
1499,89.776,89.776,89.776,
1500,86.8,86.8,86.8,
1501,85.684,85.684,85.684,
1502,84.072,84.072,84.072,
1503,87.296,87.296,87.296,
1504,98.208,98.208,98.208,
1505,123.752,123.752,123.752,
1506,157.976,157.976,157.976,
1507,187.488,187.488,187.488,
1508,203.856,613.056,613.056,
1509,186.744,595.944,595.944,
1510,151.528,560.728,560.728,
1511,115.94,454.656,454.656,
1512,78.988,78.988,78.988,
1513,65.596,65.596,65.596,
1514,60.14,60.14,60.14,
1515,59.52,59.52,59.52,
1516,59.768,59.768,59.768,
1517,65.844,65.844,65.844,
1518,86.924,86.924,86.924,
1519,114.824,114.824,114.824,
1520,104.532,104.532,104.532,
1521,91.14,91.14,91.14,
1522,94.24,94.24,94.24,
1523,94.116,94.116,94.116,
1524,90.148,90.148,90.148,
1525,88.412,88.412,88.412,
1526,86.924,86.924,86.924,
1527,89.9,89.9,89.9,
1528,100.44,100.44,100.44,
1529,126.852,126.852,126.852,
1530,159.34,159.34,159.34,
1531,188.976,188.976,188.976,
1532,205.468,614.668,614.668,
1533,188.976,598.176,598.176,
1534,154.504,563.704,563.704,
1535,120.032,458.748,458.748,
1536,84.444,84.444,84.444,
1537,72.168,72.168,72.168,
1538,67.084,67.084,67.084,
1539,65.844,65.844,65.844,
1540,65.348,65.348,65.348,
1541,71.052,71.052,71.052,
1542,92.504,92.504,92.504,
1543,120.032,120.032,120.032,
1544,109.864,109.864,109.864,
1545,96.968,96.968,96.968,
1546,100.812,100.812,100.812,
1547,99.572,99.572,99.572,
1548,95.976,95.976,95.976,
1549,94.86,94.86,94.86,
1550,93.372,93.372,93.372,
1551,96.472,96.472,96.472,
1552,107.136,107.136,107.136,
1553,134.168,134.168,134.168,
1554,165.416,165.416,165.416,
1555,194.556,194.556,194.556,
1556,210.924,620.124,620.124,
1557,194.06,603.26,603.26,
1558,159.588,568.788,568.788,
1559,124.992,463.708,463.708,
1560,89.156,89.156,89.156,
1561,76.508,76.508,76.508,
1562,71.3,71.3,71.3,
1563,69.936,69.936,69.936,
1564,69.068,69.068,69.068,
1565,74.524,74.524,74.524,
1566,95.356,95.356,95.356,
1567,121.892,121.892,121.892,
1568,111.104,111.104,111.104,
1569,97.836,97.836,97.836,
1570,100.936,100.936,100.936,
1571,99.076,99.076,99.076,
1572,93.992,93.992,93.992,
1573,90.892,90.892,90.892,
1574,87.544,87.544,87.544,
1575,89.156,89.156,89.156,
1576,99.696,99.696,99.696,
1577,126.728,126.728,126.728,
1578,159.464,159.464,159.464,
1579,189.224,189.224,189.224,
1580,206.212,615.412,615.412,
1581,190.092,599.292,599.292,
1582,156.116,565.316,565.316,
1583,122.264,460.98,460.98,
1584,86.8,86.8,86.8,
1585,74.4,74.4,74.4,
1586,69.316,69.316,69.316,
1587,68.572,68.572,68.572,
1588,68.2,68.2,68.2,
1589,73.78,73.78,73.78,
1590,95.232,95.232,95.232,
1591,121.272,121.272,121.272,
1592,109.368,109.368,109.368,
1593,93.248,93.248,93.248,
1594,93.62,93.62,93.62,
1595,91.512,91.512,91.512,
1596,86.8,86.8,86.8,
1597,85.684,85.684,85.684,
1598,84.072,84.072,84.072,
1599,87.296,87.296,87.296,
1600,98.208,98.208,98.208,
1601,123.752,123.752,123.752,
1602,157.976,157.976,157.976,
1603,187.488,187.488,187.488,
1604,203.856,613.056,613.056,
1605,186.744,595.944,595.944,
1606,151.528,560.728,560.728,
1607,116.56,455.276,455.276,
1608,82.336,82.336,82.336,
1609,70.06,70.06,70.06,
1610,65.348,65.348,65.348,
1611,64.356,64.356,64.356,
1612,64.232,64.232,64.232,
1613,70.308,70.308,70.308,
1614,91.884,91.884,91.884,
1615,120.28,120.28,120.28,
1616,109.864,109.864,109.864,
1617,95.976,95.976,95.976,
1618,96.844,96.844,96.844,
1619,96.224,96.224,96.224,
1620,92.752,92.752,92.752,
1621,91.14,91.14,91.14,
1622,88.66,88.66,88.66,
1623,92.132,92.132,92.132,
1624,102.672,102.672,102.672,
1625,128.216,128.216,128.216,
1626,162.192,162.192,162.192,
1627,191.828,191.828,191.828,
1628,208.196,617.396,617.396,
1629,191.208,600.408,600.408,
1630,155.124,564.324,564.324,
1631,117.924,456.64,456.64,
1632,80.228,80.228,80.228,
1633,68.2,68.2,68.2,
1634,63.86,63.86,63.86,
1635,63.116,63.116,63.116,
1636,63.488,63.488,63.488,
1637,69.688,69.688,69.688,
1638,91.76,91.76,91.76,
1639,120.032,120.032,120.032,
1640,109.864,109.864,109.864,
1641,95.976,95.976,95.976,
1642,96.968,96.968,96.968,
1643,96.224,96.224,96.224,
1644,92.752,92.752,92.752,
1645,91.14,91.14,91.14,
1646,88.66,88.66,88.66,
1647,92.132,92.132,92.132,
1648,102.672,102.672,102.672,
1649,128.216,128.216,128.216,
1650,162.192,162.192,162.192,
