Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
345,16660,16660,9940,0,-9940,0,
346,16800,16800,9380,0,-9380,0,
347,16700,3423.31,20020,13276.7,-6190.11,0,
348,15780,-30991.2,48720,46771.2,0,0,
349,15580,-14794.4,31640,30374.4,0,0,
350,15440,-32003.2,49420,47443.2,0,0,
351,16160,0,15540,16160,1293.33,0,
352,18960,-6690,28140,25650,-1421.25,0,
353,25440,0,1400,25440,25100,0,
354,33200,33200,0,0,0,0,
355,37340,37340,0,0,0,0,
356,36600,102600,0,0,0,66000,
357,31920,97920,0,0,0,66000,
358,25900,91900,0,0,0,66000,
359,19880,77088.3,0,0,0,57208.3,
360,13620,13620,0,0,0,0,
361,11520,11520,0,0,0,0,
362,10720,10720,0,0,0,0,
363,10540,10540,0,0,0,0,
364,10420,10420,0,0,0,0,
365,11500,11500,0,0,0,0,
366,15800,15800,0,0,0,0,
367,22100,22100,0,0,0,0,
368,20520,20520,4060,0,-4060,0,
369,16660,16660,9940,0,-9940,0,
370,16760,16760,9940,0,-9940,0,
371,16520,-11701.7,33040,28221.7,-3642.42,0,
372,15660,-37696.8,55580,53356.8,0,0,
373,15580,-15466.4,32340,31046.4,0,0,
374,15440,1059.2,14980,14380.8,0,0,
375,16160,-3596.8,20580,19756.8,0,0,
376,18960,-4291.2,24220,23251.2,0,0,
377,25440,0,1400,25440,25100,0,
378,33200,33200,0,0,0,0,
379,37340,37340,0,0,0,0,
380,36600,102600,0,0,0,66000,
381,31920,97920,0,0,0,66000,
382,25900,91900,0,0,0,66000,
383,20120,77328.3,0,0,0,57208.3,
384,14060,14060,0,0,0,0,
385,12000,12000,0,0,0,0,
386,11260,11260,0,0,0,0,
387,11080,11080,0,0,0,0,
388,11000,11000,0,0,0,0,
389,12160,12160,0,0,0,0,
390,16520,16520,0,0,0,0,
391,22760,22760,0,0,0,0,
392,20860,20860,16800,0,-16800,0,
393,16520,-11836.1,40320,28356.1,-10782.4,0,
394,16340,-39167.2,57820,55507.2,0,0,
395,16180,-53439.2,72520,69619.2,0,0,
396,15660,-61082.4,79940,76742.4,0,0,
397,15580,-58205.6,76860,73785.6,0,0,
398,15440,-48668.8,66780,64108.8,0,0,
399,16160,-30208,48300,46368,0,0,
400,18960,-8726.4,28840,27686.4,0,0,
401,25440,0,1820,25440,24680,0,
402,33200,33200,0,0,0,0,
403,37340,37340,0,0,0,0,
404,36600,102600,0,0,0,66000,
405,31920,97920,0,0,0,66000,
406,25940,91940,0,0,0,66000,
407,20140,77348.3,0,0,0,57208.3,
408,14260,14260,0,0,0,0,
409,12260,12260,0,0,0,0,
410,11600,11600,0,0,0,0,
411,11640,11640,0,0,0,0,
412,11540,11540,0,0,0,0,
413,12620,12620,0,0,0,0,
414,17280,17280,0,0,0,0,
415,23440,23440,0,0,0,0,
416,21500,21500,12320,0,-12320,0,
417,17340,1846.44,30940,15493.6,-14800.9,0,
