Time step,Grid total load,Grid net load,Strata 1 total load,Strata 2 total load,
669,3.192,9.792,4.896,4.896,
670,2.59,9.19,4.595,4.595,
671,2.01,7.602,3.73658,3.86542,
672,1.41,1.41,0.705,0.705,
673,1.2,1.2,0.6,0.6,
674,1.122,1.122,0.561,0.561,
675,1.108,1.108,0.554,0.554,
676,1.086,1.086,0.543,0.543,
677,1.196,1.196,0.598,0.598,
678,1.63,1.63,0.815,0.815,
679,2.256,2.256,1.128,1.128,
680,2.096,2.096,1.048,1.048,
681,1.706,1.706,0.853,0.853,
682,1.714,-0.0530332,0.1683,-0.221333,
683,1.67,-3.74512,-1.6502,-2.09492,
684,1.572,-5.6316,-2.52,-3.1116,
685,1.558,-5.85674,-2.6239,-3.23284,
686,1.544,-4.44244,-1.9754,-2.46704,
687,1.616,-3.2899,-1.4435,-1.8464,
688,1.896,-1.15932,-0.4542,-0.70512,
689,2.544,0,0,0,
690,3.32,3.32,1.66,1.66,
691,3.734,3.734,1.867,1.867,
692,3.66,10.26,5.13,5.13,
693,3.192,9.792,4.896,4.896,
694,2.602,9.202,4.601,4.601,
695,2.02,7.612,3.74158,3.87042,
696,1.408,1.408,0.704,0.704,
697,1.21,1.21,0.605,0.605,
698,1.128,1.128,0.564,0.564,
699,1.13,1.13,0.565,0.565,
700,1.12,1.12,0.56,0.56,
701,1.232,1.232,0.616,0.616,
702,1.68,1.68,0.84,0.84,
703,2.308,2.308,1.154,1.154,
704,2.152,2.152,1.076,1.076,
705,1.774,1.774,0.887,0.887,
706,1.796,0.251967,0.311267,-0.0592993,
707,1.78,0.50074,0.3029,0.19784,
708,1.704,-2.3325,-1.0005,-1.332,
709,1.634,-5.48266,-2.4491,-3.03356,
710,1.576,-4.55948,-2.0278,-2.53168,
711,1.642,-2.8913,-1.2595,-1.6318,
712,1.916,-1.35046,-0.5411,-0.80936,
713,2.616,0,0,0,
714,3.362,3.362,1.681,1.681,
715,3.782,3.782,1.891,1.891,
716,3.72,10.32,5.16,5.16,
717,3.274,9.874,4.937,4.937,
718,2.698,9.298,4.649,4.649,
719,2.116,7.708,3.78958,3.91842,
720,1.522,1.522,0.761,0.761,
721,1.314,1.314,0.657,0.657,
722,1.24,1.24,0.62,0.62,
723,1.234,1.234,0.617,0.617,
724,1.218,1.218,0.609,0.609,
725,1.33,1.33,0.665,0.665,
726,1.786,1.786,0.893,0.893,
727,2.392,2.392,1.196,1.196,
728,2.19,2.19,1.095,1.095,
729,1.742,-1.62922,-0.551,-1.07822,
730,1.734,-4.07856,-1.8006,-2.27796,
731,1.678,-5.38898,-2.4043,-2.98468,
732,1.586,-5.95294,-2.6669,-3.28604,
733,1.558,-5.7077,-2.5555,-3.1522,
734,1.544,-4.81504,-2.1464,-2.66864,
735,1.616,-3.51346,-1.5461,-1.96736,
736,1.896,-1.209,-0.477,-0.732,
737,2.554,0,0,0,
738,3.32,3.32,1.66,1.66,
739,3.742,3.742,1.871,1.871,
740,3.688,10.288,5.144,5.144,
741,3.232,9.832,4.916,4.916,
742,2.65,9.25,4.625,4.625,
743,2.064,7.656,3.76358,3.89242,
744,1.45,1.45,0.725,0.725,
745,1.23,1.23,0.615,0.615,
746,1.138,1.138,0.569,0.569,
747,1.106,1.106,0.553,0.553,
748,1.082,1.082,0.541,0.541,
749,1.178,1.178,0.589,0.589,
750,1.578,1.578,0.789,0.789,
751,2.142,2.142,1.071,1.071,
752,1.934,1.934,0.967,0.967,
753,1.548,-1.58123,-0.539944,-1.04129,
754,1.546,-3.89396,-1.7236,-2.17036,
755,1.566,-5.05386,-2.2551,-2.79876,
756,1.514,-5.45362,-2.4407,-3.01292,
757,1.506,-5.15112,-2.3022,-2.84892,
758,1.488,-4.00164,-1.7754,-2.22624,
759,1.546,-2.3042,-0.994,-1.3102,
760,1.772,-0.10856,0,-0.10856,
761,2.306,0,0,0,
762,2.99,2.99,1.495,1.495,
763,3.44,3.44,1.72,1.72,
764,3.48,10.08,5.04,5.04,
765,3.2,9.8,4.9,4.9,
766,2.598,9.198,4.599,4.599,
767,1.994,7.586,3.72858,3.85742,
768,1.376,1.376,0.688,0.688,
769,1.144,1.144,0.572,0.572,
770,1.052,1.052,0.526,0.526,
771,1.044,1.044,0.522,0.522,
772,1.032,1.032,0.516,0.516,
773,1.15,1.15,0.575,0.575,
774,1.578,1.578,0.789,0.789,
775,2.17,2.17,1.085,1.085,
776,1.982,1.88783,0.991,0.896827,
777,1.634,-2.02024,-0.767478,-1.25276,
778,1.65,-4.0011,-1.7685,-2.2326,
779,1.672,-5.24594,-2.3389,-2.90704,
780,1.61,-5.82958,-2.6093,-3.22028,
781,1.592,-5.53708,-2.4758,-3.06128,
782,1.564,-4.98134,-2.2219,-2.75944,
783,1.626,-2.7831,-1.2105,-1.5726,
784,1.844,-0.7021,-0.2465,-0.4556,
785,2.378,0,0,0,
786,3.06,3.06,1.53,1.53,
787,3.51,3.51,1.755,1.755,
788,3.552,10.152,5.076,5.076,
789,3.272,9.872,4.936,4.936,
790,2.656,9.256,4.628,4.628,
791,2.026,7.618,3.74458,3.87342,
792,1.376,1.376,0.688,0.688,
793,1.144,1.144,0.572,0.572,
794,1.048,1.048,0.524,0.524,
795,1.036,1.036,0.518,0.518,
796,1.036,1.036,0.518,0.518,
797,1.158,1.158,0.579,0.579,
798,1.588,1.588,0.794,0.794,
799,2.182,2.182,1.091,1.091,
800,1.994,1.836,0.997,0.839003,
801,1.64,-2.17212,-0.888756,-1.28336,
802,1.65,-4.13772,-1.8312,-2.30652,
803,1.672,-5.32046,-2.3731,-2.94736,
804,1.61,-5.91652,-2.6492,-3.26732,
805,1.592,-5.76064,-2.5784,-3.18224,
806,1.564,-4.80746,-2.1421,-2.66536,
807,1.626,-3.13086,-1.3701,-1.76076,
808,1.844,-0.78904,-0.2864,-0.50264,
809,2.378,0,0,0,
810,3.06,3.06,1.53,1.53,
811,3.51,3.51,1.755,1.755,
812,3.552,10.152,5.076,5.076,
813,3.272,9.872,4.936,4.936,
814,2.656,9.256,4.628,4.628,
815,2.026,7.618,3.74458,3.87342,
816,1.362,1.362,0.681,0.681,
817,1.136,1.136,0.568,0.568,
818,1.042,1.042,0.521,0.521,
819,1.012,1.012,0.506,0.506,
820,1.006,1.006,0.503,0.503,
821,1.122,1.122,0.561,0.561,
822,1.552,1.552,0.776,0.776,
823,2.124,2.124,1.062,1.062,
824,1.932,1.932,0.966,0.966,
825,1.562,-1.58839,-0.551556,-1.03684,
826,1.566,-3.45168,-1.5198,-1.93188,
827,1.566,-2.54502,-1.1037,-1.44132,
828,1.514,-1.23082,-0.5027,-0.72812,
829,1.506,-2.22,-0.957,-1.263,
830,1.488,-4.56054,-2.0319,-2.52864,
831,1.546,-2.41598,-1.0453,-1.37068,
832,1.772,-0.63748,-0.2198,-0.41768,
833,2.306,0,0,0,
834,2.99,2.99,1.495,1.495,
835,3.44,3.44,1.72,1.72,
836,3.48,10.08,5.04,5.04,
837,3.2,9.8,4.9,4.9,
838,2.612,9.212,4.606,4.606,
839,2.036,7.628,3.74958,3.87842,
840,1.436,1.436,0.718,0.718,
841,1.23,1.23,0.615,0.615,
842,1.158,1.158,0.579,0.579,
843,1.146,1.146,0.573,0.573,
844,1.134,1.134,0.567,0.567,
845,1.242,1.242,0.621,0.621,
846,1.664,1.664,0.832,0.832,
847,2.224,2.224,1.112,1.112,
848,1.99,1.60608,0.929011,0.677073,
849,1.606,-2.52986,-1.0951,-1.43476,
850,1.598,-4.4257,-1.9655,-2.4602,
851,1.566,-5.66244,-2.5344,-3.12804,
852,1.514,-6.33544,-2.8454,-3.49004,
853,1.506,-5.8218,-2.61,-3.2118,
854,1.488,-4.67232,-2.0832,-2.58912,
855,1.546,-2.9873,-1.3075,-1.6798,
856,1.772,-0.93556,-0.3566,-0.57896,
857,2.306,0,0,0,
858,2.99,2.99,1.495,1.495,
859,3.44,3.44,1.72,1.72,
860,3.48,10.08,5.04,5.04,
861,3.2,9.8,4.9,4.9,
862,2.598,9.198,4.599,4.599,
863,2,7.592,3.73158,3.86042,
864,1.392,1.392,0.696,0.696,
865,1.194,1.194,0.597,0.597,
866,1.124,1.124,0.562,0.562,
867,1.11,1.11,0.555,0.555,
868,1.094,1.094,0.547,0.547,
869,1.202,1.202,0.601,0.601,
870,1.614,1.614,0.807,0.807,
871,2.178,2.178,1.089,1.089,
872,1.976,1.89276,0.988,0.904756,
873,1.61,-0.891429,-0.271789,-0.61964,
874,1.594,-3.10076,-1.3576,-1.74316,
875,1.566,-5.72454,-2.5629,-3.16164,
876,1.514,-5.0686,-2.264,-2.8046,
877,1.506,-3.51168,-1.5498,-1.96188,
878,1.488,-0.92148,-0.3618,-0.55968,
879,1.55,-1.19482,-0.4847,-0.71012,
880,1.784,0,0,0,
881,2.35,0,0,0,
882,3.01,3.01,1.505,1.505,
883,3.464,3.464,1.732,1.732,
884,3.52,10.12,5.06,5.06,
885,3.254,9.854,4.927,4.927,
886,2.67,9.27,4.635,4.635,
887,2.096,7.688,3.77958,3.90842,
888,1.504,1.504,0.752,0.752,
889,1.302,1.302,0.651,0.651,
890,1.226,1.226,0.613,0.613,
891,1.214,1.214,0.607,0.607,
892,1.2,1.2,0.6,0.6,
893,1.314,1.314,0.657,0.657,
894,1.744,1.744,0.872,0.872,
895,2.294,2.294,1.147,1.147,
896,2.05,1.94565,1.025,0.92065,
897,1.662,-2.33921,-0.858533,-1.48068,
898,1.656,-4.51674,-2.0049,-2.51184,
899,1.602,-5.83758,-2.6133,-3.22428,
900,1.516,-6.48248,-2.9128,-3.56968,
901,1.506,-5.78454,-2.5929,-3.19164,
902,1.488,-5.26848,-2.3568,-2.91168,
903,1.546,-2.5526,-1.108,-1.4446,
904,1.772,-0.99766,-0.3851,-0.61256,
905,2.312,0,0,0,
906,2.99,2.99,1.495,1.495,
907,3.44,3.44,1.72,1.72,
908,3.482,10.082,5.041,5.041,
909,3.214,9.814,4.907,4.907,
910,2.63,9.23,4.615,4.615,
911,2.052,7.644,3.75758,3.88642,
912,1.45,1.45,0.725,0.725,
913,1.242,1.242,0.621,0.621,
914,1.166,1.166,0.583,0.583,
915,1.144,1.144,0.572,0.572,
916,1.13,1.13,0.565,0.565,
917,1.236,1.236,0.618,0.618,
918,1.648,1.648,0.824,0.824,
919,2.206,2.206,1.103,1.103,
920,2.008,2.008,1.004,1.004,
921,1.656,-0.798022,-0.187822,-0.6102,
922,1.69,-0.78158,-0.2893,-0.49228,
923,1.68,-0.17058,-0.0093,-0.16128,
924,1.64,-0.4093,-0.1205,-0.2888,
925,1.636,-0.33878,-0.0883,-0.25048,
926,1.626,-0.32394,-0.0819,-0.24204,
927,1.684,-0.72548,-0.2638,-0.46168,
928,1.908,0,0,0,
929,2.478,0,0,0,
930,3.116,3.116,1.558,1.558,
931,3.554,3.554,1.777,1.777,
932,3.606,10.206,5.103,5.103,
933,3.33,9.93,4.965,4.965,
934,2.736,9.336,4.668,4.668,
935,2.14,7.732,3.80158,3.93042,
936,1.544,1.544,0.772,0.772,
937,1.324,1.324,0.662,0.662,
938,1.236,1.236,0.618,0.618,
939,1.206,1.206,0.603,0.603,
940,1.186,1.186,0.593,0.593,
941,1.298,1.298,0.649,0.649,
942,1.718,1.718,0.859,0.859,
943,2.294,2.294,1.147,1.147,
944,2.124,2.124,1.062,1.062,
945,1.812,1.812,0.906,0.906,
946,1.848,-0.10997,0.2339,-0.34387,
947,1.83,-0.3435,-0.0825,-0.261,
948,1.748,-2.07736,-0.8816,-1.19576,
949,1.704,-2.60574,-1.1259,-1.47984,
950,1.65,-2.85846,-1.2441,-1.61436,
951,1.702,-1.19186,-0.4771,-0.71476,
952,1.912,-0.14608,0,-0.14608,
953,2.478,0,0,0,
954,3.126,3.126,1.563,1.563,
955,3.594,3.594,1.797,1.797,
956,3.64,10.24,5.12,5.12,
957,3.38,9.98,4.99,4.99,
958,2.788,9.388,4.694,4.694,
959,2.182,7.774,3.82258,3.95142,
960,1.558,1.558,0.779,0.779,
961,1.344,1.344,0.672,0.672,
962,1.266,1.266,0.633,0.633,
963,1.248,1.248,0.624,0.624,
964,1.23,1.23,0.615,0.615,
965,1.344,1.344,0.672,0.672,
966,1.788,1.788,0.894,0.894,
967,2.354,2.354,1.177,1.177,
968,2.154,1.91507,1.077,0.838071,
969,1.788,-2.5558,-1.07764,-1.47816,
970,1.8,-4.52178,-2.0013,-2.52048,
971,1.746,-5.81778,-2.5983,-3.21948,
972,1.642,-6.46826,-2.9011,-3.56716,
973,1.604,-6.30754,-2.8289,-3.47864,
974,1.564,-5.42846,-2.4271,-3.00136,
975,1.626,-3.61524,-1.5924,-2.02284,
976,1.844,-0.87598,-0.3263,-0.54968,
977,2.416,0,0,0,
978,3.078,3.078,1.539,1.539,
979,3.538,3.538,1.769,1.769,
980,3.596,10.196,5.098,5.098,
981,3.342,9.942,4.971,4.971,
982,2.754,9.354,4.677,4.677,
983,2.154,7.746,3.80858,3.93742,
984,1.526,1.526,0.763,0.763,
985,1.33,1.33,0.665,0.665,
986,1.258,1.258,0.629,0.629,
987,1.246,1.246,0.623,0.623,
988,1.23,1.23,0.615,0.615,
989,1.336,1.336,0.668,0.668,
990,1.768,1.768,0.884,0.884,
991,2.31,2.31,1.155,1.155,
992,2.078,1.14847,0.726956,0.421513,
993,1.686,-2.81004,-1.2204,-1.58964,
994,1.672,-4.69946,-2.0881,-2.61136,
995,1.622,-6.10324,-2.7344,-3.36884,
996,1.524,-6.7974,-3.057,-3.7404,
997,1.506,-6.72846,-3.0261,-3.70236,
998,1.488,-5.75286,-2.5791,-3.17376,
999,1.546,-4.00574,-1.7749,-2.23084,
1000,1.772,-1.18396,-0.4706,-0.71336,
1001,2.306,0,0,0,
1002,2.99,2.99,1.495,1.495,
1003,3.44,3.44,1.72,1.72,
1004,3.48,10.08,5.04,5.04,
1005,3.21,9.81,4.905,4.905,
1006,2.626,9.226,4.613,4.613,
1007,2.056,7.648,3.75958,3.88842,
1008,1.454,1.454,0.727,0.727,
1009,1.24,1.24,0.62,0.62,
1010,1.17,1.17,0.585,0.585,
1011,1.158,1.158,0.579,0.579,
1012,1.148,1.148,0.574,0.574,
1013,1.262,1.262,0.631,0.631,
1014,1.686,1.686,0.843,0.843,
1015,2.242,2.242,1.121,1.121,
1016,2.024,1.08136,0.688878,0.392485,
1017,1.636,-2.67374,-1.1599,-1.51384,
1018,1.618,-4.50506,-2.0011,-2.50396,
1019,1.574,-6.27544,-2.8154,-3.46004,
1020,1.514,-6.98128,-3.1418,-3.83948,
1021,1.506,-6.28134,-2.8209,-3.46044,
1022,1.488,-5.67834,-2.5449,-3.13344,
1023,1.546,-3.32264,-1.4614,-1.86124,
1024,1.772,-0.9604,-0.368,-0.5924,
1025,2.306,0,0,0,
1026,2.99,2.99,1.495,1.495,
1027,3.44,3.44,1.72,1.72,
1028,3.48,10.08,5.04,5.04,
1029,3.2,9.8,4.9,4.9,
1030,2.598,9.198,4.599,4.599,
1031,1.998,7.59,3.73058,3.85942,
1032,1.394,1.394,0.697,0.697,
1033,1.188,1.188,0.594,0.594,
1034,1.116,1.116,0.558,0.558,
1035,1.102,1.102,0.551,0.551,
1036,1.088,1.088,0.544,0.544,
1037,1.196,1.196,0.598,0.598,
1038,1.606,1.606,0.803,0.803,
1039,2.168,2.168,1.084,1.084,
1040,1.972,1.88004,0.986,0.894042,
1041,1.624,-0.251609,0.0183111,-0.26992,
1042,1.634,-0.83758,-0.3173,-0.52028,
1043,1.618,-1.38764,-0.5704,-0.81724,
1044,1.532,-2.77774,-1.2119,-1.56584,
1045,1.506,-3.76008,-1.6638,-2.09628,
1046,1.488,-4.01406,-1.7811,-2.23296,
1047,1.546,-3.14876,-1.3816,-1.76716,
1048,1.772,-0.72442,-0.2597,-0.46472,
1049,2.306,0,0,0,
1050,2.99,2.99,1.495,1.495,
1051,3.44,3.44,1.72,1.72,
1052,3.48,10.08,5.04,5.04,
1053,3.2,9.8,4.9,4.9,
1054,2.598,9.198,4.599,4.599,
1055,1.994,7.586,3.72858,3.85742,
1056,1.394,1.394,0.697,0.697,
1057,1.19,1.19,0.595,0.595,
1058,1.114,1.114,0.557,0.557,
1059,1.098,1.098,0.549,0.549,
1060,1.09,1.09,0.545,0.545,
1061,1.198,1.198,0.599,0.599,
1062,1.61,1.61,0.805,0.805,
1063,2.166,2.166,1.083,1.083,
1064,1.958,1.44024,0.850944,0.589295,
1065,1.596,-1.34754,-0.5529,-0.79464,
1066,1.568,-4.43086,-1.9691,-2.46176,
1067,1.566,-5.83632,-2.6142,-3.22212,
1068,1.514,-6.03736,-2.7086,-3.32876,
1069,1.506,-3.56136,-1.5726,-1.98876,
1070,1.488,-2.70996,-1.1826,-1.52736,
1071,1.546,-1.52174,-0.6349,-0.88684,
1072,1.772,-0.37666,-0.1001,-0.27656,
1073,2.306,0,0,0,
1074,2.99,2.99,1.495,1.495,
1075,3.44,3.44,1.72,1.72,
1076,3.48,10.08,5.04,5.04,
1077,3.2,9.8,4.9,4.9,
1078,2.598,9.198,4.599,4.599,
1079,1.994,7.586,3.72858,3.85742,
1080,1.362,1.362,0.681,0.681,
1081,1.136,1.136,0.568,0.568,
1082,1.042,1.042,0.521,0.521,
1083,1.012,1.012,0.506,0.506,
1084,0.99,0.99,0.495,0.495,
1085,1.1,1.1,0.55,0.55,
1086,1.496,1.496,0.748,0.748,
1087,2.074,2.074,1.037,1.037,
1088,1.888,1.888,0.944,0.944,
1089,1.548,0.441867,0.376144,0.0657222,
1090,1.558,-0.93842,-0.3667,-0.57172,
1091,1.566,-1.19124,-0.4824,-0.70884,
1092,1.514,-2.29894,-0.9929,-1.30604,
1093,1.506,-1.73562,-0.7347,-1.00092,
1094,1.488,-0.33774,-0.0939,-0.24384,
1095,1.546,-0.00652,0,-0.00652,
1096,1.772,0,0,0,
1097,2.316,0,0,0,
1098,2.99,2.99,1.495,1.495,
1099,3.44,3.44,1.72,1.72,
1100,3.48,10.08,5.04,5.04,
1101,3.206,9.806,4.903,4.903,
1102,2.62,9.22,4.61,4.61,
1103,2.034,7.626,3.74858,3.87742,
1104,1.432,1.432,0.716,0.716,
1105,1.212,1.212,0.606,0.606,
1106,1.126,1.126,0.563,0.563,
1107,1.1,1.1,0.55,0.55,
1108,1.082,1.082,0.541,0.541,
1109,1.186,1.186,0.593,0.593,
1110,1.604,1.604,0.802,0.802,
1111,2.19,2.19,1.095,1.095,
1112,2.014,2.014,1.007,1.007,
1113,1.676,-0.0942318,0.287067,-0.381298,
1114,1.69,-1.55162,-0.6427,-0.90892,
1115,1.686,-1.44384,-0.5934,-0.85044,
1116,1.61,-2.3023,-0.9905,-1.3118,
1117,1.592,-3.8728,-1.712,-2.1608,
1118,1.564,-3.8387,-1.6975,-2.1412,
1119,1.626,-3.88848,-1.7178,-2.17068,
1120,1.844,-0.93808,-0.3548,-0.58328,
1121,2.378,0,0,0,
1122,3.06,3.06,1.53,1.53,
1123,3.51,3.51,1.755,1.755,
1124,3.552,10.152,5.076,5.076,
1125,3.272,9.872,4.936,4.936,
1126,2.656,9.256,4.628,4.628,
1127,2.026,7.618,3.74458,3.87342,
1128,1.386,1.386,0.693,0.693,
1129,1.176,1.176,0.588,0.588,
1130,1.104,1.104,0.552,0.552,
1131,1.09,1.09,0.545,0.545,
1132,1.082,1.082,0.541,0.541,
1133,1.192,1.192,0.596,0.596,
1134,1.622,1.622,0.811,0.811,
1135,2.208,2.208,1.104,1.104,
1136,2.014,0.915122,0.614944,0.300178,
1137,1.662,-2.6229,-1.1355,-1.4874,
1138,1.66,-4.52516,-2.0086,-2.51656,
1139,1.672,-6.06566,-2.7151,-3.35056,
1140,1.61,-6.7114,-3.014,-3.6974,
1141,1.592,-6.30712,-2.8292,-3.47792,
1142,1.564,-4.65842,-2.0737,-2.58472,
1143,1.626,-2.74584,-1.1934,-1.55244,
1144,1.844,-1.02502,-0.3947,-0.63032,
1145,2.378,0,0,0,
1146,3.06,3.06,1.53,1.53,
1147,3.51,3.51,1.755,1.755,
1148,3.552,10.152,5.076,5.076,
1149,3.272,9.872,4.936,4.936,
1150,2.656,9.256,4.628,4.628,
1151,2.026,7.618,3.74458,3.87342,
1152,1.362,1.362,0.681,0.681,
1153,1.136,1.136,0.568,0.568,
1154,1.042,1.042,0.521,0.521,
1155,1.014,1.014,0.507,0.507,
1156,1.01,1.01,0.505,0.505,
1157,1.118,1.118,0.559,0.559,
1158,1.528,1.528,0.764,0.764,
1159,2.11,2.11,1.055,1.055,
1160,1.908,0.874378,0.592344,0.282033,
1161,1.542,-3.01614,-1.3209,-1.69524,
1162,1.546,-4.67642,-2.0827,-2.59372,
1163,1.566,-5.68728,-2.5458,-3.14148,
1164,1.514,-6.21124,-2.7884,-3.42284,
1165,1.506,-6.26892,-2.8152,-3.45372,
1166,1.488,-3.6042,-1.593,-2.0112,
1167,1.546,-1.52174,-0.6349,-0.88684,
1168,1.772,-0.63748,-0.2198,-0.41768,
1169,2.306,0,0,0,
1170,2.99,2.99,1.495,1.495,
1171,3.44,3.44,1.72,1.72,
1172,3.48,10.08,5.04,5.04,
1173,3.2,9.8,4.9,4.9,
1174,2.598,9.198,4.599,4.599,
1175,1.994,7.586,3.72858,3.85742,
1176,1.362,1.362,0.681,0.681,
1177,1.136,1.136,0.568,0.568,
1178,1.042,1.042,0.521,0.521,
1179,1.012,1.012,0.506,0.506,
1180,0.986,0.986,0.493,0.493,
1181,1.09,1.09,0.545,0.545,
1182,1.484,1.484,0.742,0.742,
1183,2.072,2.072,1.036,1.036,
1184,1.882,1.13623,0.707811,0.428415,
1185,1.542,-3.3018,-1.452,-1.8498,
1186,1.546,-4.19204,-1.8604,-2.33164,
1187,1.566,-5.55066,-2.4831,-3.06756,
1188,1.514,-6.17398,-2.7713,-3.40268,
1189,1.506,-3.51168,-1.5498,-1.96188,
1190,1.488,-3.36822,-1.4847,-1.88352,
1191,1.546,-2.14274,-0.9199,-1.22284,
1192,1.772,-0.28972,-0.0602,-0.22952,
1193,2.306,0,0,0,
1194,2.99,2.99,1.495,1.495,
1195,3.44,3.44,1.72,1.72,
1196,3.48,10.08,5.04,5.04,
1197,3.2,9.8,4.9,4.9,
1198,2.598,9.198,4.599,4.599,
1199,1.994,7.586,3.72858,3.85742,
1200,1.362,1.362,0.681,0.681,
1201,1.136,1.136,0.568,0.568,
1202,1.042,1.042,0.521,0.521,
1203,1.012,1.012,0.506,0.506,
1204,0.986,0.986,0.493,0.493,
1205,1.09,1.09,0.545,0.545,
1206,1.47,1.47,0.735,0.735,
1207,2.072,2.072,1.036,1.036,
1208,1.882,0.655739,0.487411,0.168328,
1209,1.542,-3.12792,-1.3722,-1.75572,
1210,1.546,-5.08628,-2.2708,-2.81548,
1211,1.566,-6.43248,-2.8878,-3.54468,
1212,1.514,-7.08064,-3.1874,-3.89324,
1213,1.506,-6.86508,-3.0888,-3.77628,
1214,1.488,-5.85222,-2.6247,-3.22752,
1215,1.546,-3.5462,-1.564,-1.9822,
1216,1.772,-0.8983,-0.3395,-0.5588,
1217,2.306,0,0,0,
1218,2.99,2.99,1.495,1.495,
1219,3.44,3.44,1.72,1.72,
1220,3.48,10.08,5.04,5.04,
1221,3.2,9.8,4.9,4.9,
1222,2.598,9.198,4.599,4.599,
1223,1.994,7.586,3.72858,3.85742,
1224,1.362,1.362,0.681,0.681,
1225,1.136,1.136,0.568,0.568,
1226,1.042,1.042,0.521,0.521,
1227,1.014,1.014,0.507,0.507,
1228,1.01,1.01,0.505,0.505,
1229,1.134,1.134,0.567,0.567,
1230,1.56,1.56,0.78,0.78,
1231,2.124,2.124,1.062,1.062,
1232,1.918,0.476706,0.406611,0.0700945,
1233,1.542,-3.25212,-1.4292,-1.82292,
1234,1.546,-5.2229,-2.3335,-2.8894,
1235,1.566,-6.45732,-2.8992,-3.55812,
1236,1.514,-7.15516,-3.2216,-3.93356,
1237,1.506,-6.9396,-3.123,-3.8166,
1238,1.488,-5.93916,-2.6646,-3.27456,
1239,1.546,-4.15478,-1.8433,-2.31148,
1240,1.772,-1.71802,-0.7157,-1.00232,
1241,2.306,0,0,0,
1242,2.99,2.99,1.495,1.495,
1243,3.44,3.44,1.72,1.72,
1244,3.48,10.08,5.04,5.04,
1245,3.2,9.8,4.9,4.9,
1246,2.598,9.198,4.599,4.599,
1247,1.994,7.586,3.72858,3.85742,
1248,1.362,1.362,0.681,0.681,
1249,1.136,1.136,0.568,0.568,
1250,1.042,1.042,0.521,0.521,
1251,1.012,1.012,0.506,0.506,
1252,1.012,1.012,0.506,0.506,
1253,1.132,1.132,0.566,0.566,
1254,1.558,1.558,0.779,0.779,
1255,2.122,2.122,1.061,1.061,
1256,1.91,0.150597,0.255678,-0.105081,
1257,1.542,-3.27696,-1.4406,-1.83636,
1258,1.546,-5.24774,-2.3449,-2.90284,
1259,1.566,-6.59394,-2.9619,-3.63204,
1260,1.514,-7.25452,-3.2672,-3.98732,
1261,1.506,-7.05138,-3.1743,-3.87708,
1262,1.488,-4.54812,-2.0262,-2.52192,
1263,1.546,-4.1672,-1.849,-2.3182,
1264,1.772,-1.5814,-0.653,-0.9284,
1265,2.306,0,0,0,
1266,2.99,2.99,1.495,1.495,
1267,3.44,3.44,1.72,1.72,
1268,3.48,10.08,5.04,5.04,
1269,3.2,9.8,4.9,4.9,
1270,2.598,9.198,4.599,4.599,
1271,1.994,7.586,3.72858,3.85742,
1272,1.376,1.376,0.688,0.688,
1273,1.144,1.144,0.572,0.572,
1274,1.048,1.048,0.524,0.524,
1275,1.016,1.016,0.508,0.508,
1276,1.004,1.004,0.502,0.502,
1277,1.132,1.132,0.566,0.566,
1278,1.566,1.566,0.783,0.783,
1279,2.152,2.152,1.076,1.076,
1280,1.968,0.180423,0.272011,-0.0915886,
1281,1.634,-3.04834,-1.3319,-1.71644,
1282,1.65,-4.83324,-2.1504,-2.68284,
1283,1.672,-6.20228,-2.7778,-3.42448,
1284,1.61,-6.5872,-2.957,-3.6302,
1285,1.592,-6.39406,-2.8691,-3.52496,
1286,1.564,-5.91284,-2.6494,-3.26344,
1287,1.626,-4.13688,-1.8318,-2.30508,
1288,1.844,-1.67086,-0.6911,-0.97976,
1289,2.378,0,0,0,
1290,3.06,3.06,1.53,1.53,
1291,3.51,3.51,1.755,1.755,
1292,3.552,10.152,5.076,5.076,
1293,3.272,9.872,4.936,4.936,
1294,2.656,9.256,4.628,4.628,
1295,2.026,7.618,3.74458,3.87342,
1296,1.376,1.376,0.688,0.688,
1297,1.144,1.144,0.572,0.572,
1298,1.048,1.048,0.524,0.524,
1299,1.016,1.016,0.508,0.508,
1300,0.992,0.992,0.496,0.496,
1301,1.098,1.098,0.549,0.549,
1302,1.49,1.49,0.745,0.745,
1303,2.114,2.114,1.057,1.057,
1304,1.948,0.204759,0.285544,-0.0807851,
1305,1.634,-3.22222,-1.4117,-1.81052,
1306,1.65,-5.15616,-2.2986,-2.85756,
1307,1.672,-6.4631,-2.8975,-3.5656,
1308,1.61,-7.084,-3.185,-3.899,
1309,1.592,-6.8536,-3.08,-3.7736,
1310,1.564,-5.86316,-2.6266,-3.23656,
1311,1.626,-4.06236,-1.7976,-2.26476,
1312,1.844,-1.62118,-0.6683,-0.95288,
1313,2.378,0,0,0,
1314,3.06,3.06,1.53,1.53,
1315,3.51,3.51,1.755,1.755,
1316,3.552,10.152,5.076,5.076,
1317,3.272,9.872,4.936,4.936,
1318,2.656,9.256,4.628,4.628,
1319,2.026,7.618,3.74458,3.87342,
1320,1.362,1.362,0.681,0.681,
1321,1.136,1.136,0.568,0.568,
1322,1.042,1.042,0.521,0.521,
1323,1.012,1.012,0.506,0.506,
1324,0.986,0.986,0.493,0.493,
1325,1.09,1.09,0.545,0.545,
