Time step,Grid total load,Grid net load,S1 total load,S2 total load,
803,29260,-94543.7,-35596.5,-58947.2,
804,28175,-105084,-39738,-65346.4,
805,27860,-102321,-38676,-63644.8,
806,27370,-85438.7,-32131.5,-53307.2,
807,28455,-55766.7,-20551.5,-35215.2,
808,32270,-14348.8,-4296,-10052.8,
809,41615,0,0,0,
810,53550,53550,22950,30600,
811,61425,61425,26325,35100,
812,62160,177660,76140,101520,
813,57260,172760,74040,98720,
814,46480,161980,69420,92560,
815,35455,133637,56168.7,77468.3,
816,23835,23835,10215,13620,
817,19880,19880,8520,11360,
818,18235,18235,7815,10420,
819,17710,17710,7590,10120,
820,17605,17605,7545,10060,
821,19635,19635,8415,11220,
822,27160,27160,11640,15520,
823,37170,37170,15930,21240,
824,33810,33810,14490,19320,
825,27335,-29010.1,-8273.33,-20736.7,
826,27405,-61434.6,-22797,-38637.6,
827,27405,-45381.9,-16555.5,-28826.4,
828,26495,-22102.9,-7540.5,-14562.4,
829,26355,-39615,-14355,-25260,
830,26040,-81051.3,-30478.5,-50572.8,
831,27055,-43093.1,-15679.5,-27413.6,
832,31010,-11650.6,-3297,-8353.6,
833,40355,0,0,0,
834,52325,52325,22425,29900,
835,60200,60200,25800,34400,
836,60900,176400,75600,100800,
837,56000,171500,73500,98000,
838,45710,161210,69090,92120,
839,35630,133812,56243.7,77568.3,
840,25130,25130,10770,14360,
841,21525,21525,9225,12300,
842,20265,20265,8685,11580,
843,20055,20055,8595,11460,
844,19845,19845,8505,11340,
845,21735,21735,9315,12420,
846,29120,29120,12480,16640,
847,38920,38920,16680,22240,
848,34825,27476.6,13935.2,13541.5,
849,28105,-45121.7,-16426.5,-28695.2,
850,27965,-78686.5,-29482.5,-49204,
851,27405,-100577,-38016,-62560.8,
852,26495,-112482,-42681,-69800.8,
853,26355,-103386,-39150,-64236,
854,26040,-83030.4,-31248,-51782.4,
855,27055,-53208.5,-19612.5,-33596,
856,31010,-16928.2,-5349,-11579.2,
857,40355,0,0,0,
858,52325,52325,22425,29900,
859,60200,60200,25800,34400,
860,60900,176400,75600,100800,
861,56000,171500,73500,98000,
862,45465,160965,68985,91980,
863,35000,133182,55973.7,77208.3,
864,24360,24360,10440,13920,
865,20895,20895,8955,11940,
866,19670,19670,8430,11240,
867,19425,19425,8325,11100,
868,19145,19145,8205,10940,
869,21035,21035,9015,12020,
870,28245,28245,12105,16140,
871,38115,38115,16335,21780,
872,34580,32915.1,14820,18095.1,
873,28175,-16469.6,-4076.83,-12392.8,
874,27895,-55227.2,-20364,-34863.2,
875,27405,-101676,-38443.5,-63232.8,
876,26495,-90052,-33960,-56092,
877,26355,-62484.6,-23247,-39237.6,
878,26040,-16620.6,-5427,-11193.6,
879,27125,-21472.9,-7270.5,-14202.4,
880,31220,0,0,0,
881,41125,0,0,0,
882,52675,52675,22575,30100,
883,60620,60620,25980,34640,
884,61600,177100,75900,101200,
885,56945,172445,73905,98540,
886,46725,162225,69525,92700,
887,36680,134862,56693.7,78168.3,
888,26320,26320,11280,15040,
889,22785,22785,9765,13020,
890,21455,21455,9195,12260,
891,21245,21245,9105,12140,
892,21000,21000,9000,12000,
893,22995,22995,9855,13140,
894,30520,30520,13080,17440,
895,40145,40145,17205,22940,
896,35875,33788,15375,18413,
897,29085,-42491.6,-12878,-29613.6,
898,28980,-80310.3,-30073.5,-50236.8,
899,28035,-103685,-39199.5,-64485.6,
900,26530,-115086,-43692,-71393.6,
901,26355,-102726,-38893.5,-63832.8,
902,26040,-93585.6,-35352,-58233.6,
903,27055,-45512,-16620,-28892,
904,31010,-18027.7,-5776.5,-12251.2,
905,40460,0,0,0,
906,52325,52325,22425,29900,
907,60200,60200,25800,34400,
908,60935,176435,75615,100820,
909,56245,171745,73605,98140,
910,46025,161525,69225,92300,
911,35910,134092,56363.7,77728.3,
912,25375,25375,10875,14500,
913,21735,21735,9315,12420,
914,20405,20405,8745,11660,
915,20020,20020,8580,11440,
916,19775,19775,8475,11300,
917,21630,21630,9270,12360,
918,28840,28840,12360,16480,
919,38605,38605,16545,22060,
920,35140,35140,15060,20080,
921,28980,-15021.3,-2817.33,-12204,
922,29575,-14185.1,-4339.5,-9845.6,
923,29400,-3365.1,-139.5,-3225.6,
924,28700,-7583.5,-1807.5,-5776,
925,28630,-6334.1,-1324.5,-5009.6,
926,28455,-6069.3,-1228.5,-4840.8,
927,29470,-13190.6,-3957,-9233.6,
928,33390,0,0,0,
929,43365,0,0,0,
930,54530,54530,23370,31160,
931,62195,62195,26655,35540,
932,63105,178605,76545,102060,
933,58275,173775,74475,99300,
934,47880,163380,70020,93360,
935,37450,135632,57023.7,78608.3,
936,27020,27020,11580,15440,
937,23170,23170,9930,13240,
938,21630,21630,9270,12360,
939,21105,21105,9045,12060,
940,20755,20755,8895,11860,
941,22715,22715,9735,12980,
942,30065,30065,12885,17180,
943,40145,40145,17205,22940,
944,37170,37170,15930,21240,
945,31710,31710,13590,18120,
946,32340,-3368.9,3508.5,-6877.4,
947,32025,-6457.5,-1237.5,-5220,
948,30590,-37139.2,-13224,-23915.2,
949,29820,-46485.3,-16888.5,-29596.8,
950,28875,-50948.7,-18661.5,-32287.2,
951,29785,-21451.7,-7156.5,-14295.2,
952,33460,-2921.6,0,-2921.6,
953,43365,0,0,0,
954,54705,54705,23445,31260,
955,62895,62895,26955,35940,
956,63700,179200,76800,102400,
957,59150,174650,74850,99800,
958,48790,164290,70410,93880,
959,38185,136367,57338.7,79028.3,
960,27265,27265,11685,15580,
961,23520,23520,10080,13440,
962,22155,22155,9495,12660,
963,21840,21840,9360,12480,
964,21525,21525,9225,12300,
965,23520,23520,10080,13440,
966,31290,31290,13410,17880,
967,41195,41195,17655,23540,
968,37695,32916.4,16155,16761.4,
969,31290,-45727.9,-16164.7,-29563.2,
970,31500,-80429.1,-30019.5,-50409.6,
971,30555,-103364,-38974.5,-64389.6,
972,28735,-114860,-43516.5,-71343.2,
973,28070,-112006,-42433.5,-69572.8,
974,27370,-96433.7,-36406.5,-60027.2,
975,28455,-64342.8,-23886,-40456.8,
976,32270,-15888.1,-4894.5,-10993.6,
977,42280,0,0,0,
978,53865,53865,23085,30780,
979,61915,61915,26535,35380,
980,62930,178430,76470,101960,
981,58485,173985,74565,99420,
982,48195,163695,70155,93540,
983,37695,135877,57128.7,78748.3,
984,26705,26705,11445,15260,
985,23275,23275,9975,13300,
986,22015,22015,9435,12580,
987,21805,21805,9345,12460,
988,21525,21525,9225,12300,
989,23380,23380,10020,13360,
990,30940,30940,13260,17680,
991,40425,40425,17325,23100,
992,36365,19334.6,10904.3,8430.25,
993,29505,-50098.8,-18306,-31792.8,
994,29260,-83548.7,-31321.5,-52227.2,
995,28385,-108393,-41016,-67376.8,
996,26670,-120663,-45855,-74808,
997,26355,-119439,-45391.5,-74047.2,
998,26040,-102162,-38686.5,-63475.2,
999,27055,-71240.3,-26623.5,-44616.8,
1000,31010,-21326.2,-7059,-14267.2,
1001,40355,0,0,0,
1002,52325,52325,22425,29900,
1003,60200,60200,25800,34400,
1004,60900,176400,75600,100800,
1005,56175,171675,73575,98100,
1006,45955,161455,69195,92260,
1007,35980,134162,56393.7,77768.3,
1008,25445,25445,10905,14540,
1009,21700,21700,9300,12400,
1010,20475,20475,8775,11700,
1011,20265,20265,8685,11580,
1012,20090,20090,8610,11480,
1013,22085,22085,9465,12620,
1014,29505,29505,12645,16860,
1015,39235,39235,16815,22420,
1016,35420,18182.9,10333.2,7849.71,
1017,28630,-47675.3,-17398.5,-30276.8,
1018,28315,-80095.7,-30016.5,-50079.2,
1019,27545,-111432,-42231,-69200.8,
1020,26495,-123917,-47127,-76789.6,
1021,26355,-111522,-42313.5,-69208.8,
1022,26040,-100842,-38173.5,-62668.8,
1023,27055,-59145.8,-21921,-37224.8,
1024,31010,-17368,-5520,-11848,
1025,40355,0,0,0,
1026,52325,52325,22425,29900,
1027,60200,60200,25800,34400,
1028,60900,176400,75600,100800,
1029,56000,171500,73500,98000,
1030,45465,160965,68985,91980,
1031,34965,133147,55958.7,77188.3,
1032,24395,24395,10455,13940,
1033,20790,20790,8910,11880,
1034,19530,19530,8370,11160,
1035,19285,19285,8265,11020,
1036,19040,19040,8160,10880,
1037,20930,20930,8970,11960,
1038,28105,28105,12045,16060,
1039,37940,37940,16260,21680,
1040,34510,32670.8,14790,17880.8,
1041,28420,-5123.73,274.667,-5398.4,
1042,28595,-15165.1,-4759.5,-10405.6,
1043,28315,-24900.8,-8556,-16344.8,
1044,26810,-49495.3,-18178.5,-31316.8,
1045,26355,-66882.6,-24957,-41925.6,
1046,26040,-71375.7,-26716.5,-44659.2,
1047,27055,-56067.2,-20724,-35343.2,
1048,31010,-13189.9,-3895.5,-9294.4,
1049,40355,0,0,0,
1050,52325,52325,22425,29900,
1051,60200,60200,25800,34400,
1052,60900,176400,75600,100800,
1053,56000,171500,73500,98000,
1054,45465,160965,68985,91980,
1055,34895,133077,55928.7,77148.3,
1056,24395,24395,10455,13940,
1057,20825,20825,8925,11900,
1058,19495,19495,8355,11140,
1059,19215,19215,8235,10980,
1060,19075,19075,8175,10900,
1061,20965,20965,8985,11980,
1062,28175,28175,12075,16100,
1063,37905,37905,16245,21660,
1064,34265,24550.1,12764.2,11785.9,
1065,27930,-24186.3,-8293.5,-15892.8,
1066,27440,-78771.7,-29536.5,-49235.2,
1067,27405,-103655,-39213,-64442.4,
1068,26495,-107204,-40629,-66575.2,
1069,26355,-63364.2,-23589,-39775.2,
1070,26040,-48286.2,-17739,-30547.2,
1071,27055,-27260.3,-9523.5,-17736.8,
1072,31010,-7032.7,-1501.5,-5531.2,
1073,40355,0,0,0,
1074,52325,52325,22425,29900,
1075,60200,60200,25800,34400,
1076,60900,176400,75600,100800,
1077,56000,171500,73500,98000,
1078,45465,160965,68985,91980,
1079,34895,133077,55928.7,77148.3,
1080,23835,23835,10215,13620,
1081,19880,19880,8520,11360,
1082,18235,18235,7815,10420,
1083,17710,17710,7590,10120,
1084,17325,17325,7425,9900,
1085,19250,19250,8250,11000,
1086,26180,26180,11220,14960,
1087,36295,36295,15555,20740,
1088,33040,33040,14160,18880,
1089,27090,6956.61,5642.17,1314.44,
1090,27265,-16934.9,-5500.5,-11434.4,
1091,27405,-21412.8,-7236,-14176.8,
1092,26495,-41014.3,-14893.5,-26120.8,
1093,26355,-31038.9,-11020.5,-20018.4,
1094,26040,-6285.3,-1408.5,-4876.8,
1095,27055,-130.4,0,-130.4,
1096,31010,0,0,0,
1097,40530,0,0,0,
1098,52325,52325,22425,29900,
1099,60200,60200,25800,34400,
1100,60900,176400,75600,100800,
1101,56105,171605,73545,98060,
1102,45850,161350,69150,92200,
1103,35595,133777,56228.7,77548.3,
1104,25060,25060,10740,14320,
1105,21210,21210,9090,12120,
1106,19705,19705,8445,11260,
1107,19250,19250,8250,11000,
1108,18935,18935,8115,10820,
1109,20755,20755,8895,11860,
1110,28070,28070,12030,16040,
1111,38325,38325,16425,21900,
1112,35245,35245,15105,20140,
1113,29330,-3319.97,4306,-7625.97,
1114,29575,-27818.9,-9640.5,-18178.4,
1115,29505,-25909.8,-8901,-17008.8,
1116,28175,-41093.5,-14857.5,-26236,
1117,27860,-68896,-25680,-43216,
1118,27370,-68286.5,-25462.5,-42824,
1119,28455,-69180.6,-25767,-43413.6,
1120,32270,-16987.6,-5322,-11665.6,
1121,41615,0,0,0,
1122,53550,53550,22950,30600,
1123,61425,61425,26325,35100,
1124,62160,177660,76140,101520,
1125,57260,172760,74040,98720,
1126,46480,161980,69420,92560,
1127,35455,133637,56168.7,77468.3,
1128,24255,24255,10395,13860,
1129,20580,20580,8820,11760,
1130,19320,19320,8280,11040,
1131,19075,19075,8175,10900,
1132,18935,18935,8115,10820,
1133,20860,20860,8940,11920,
1134,28385,28385,12165,16220,
1135,38640,38640,16560,22080,
1136,35245,15227.7,9224.17,6003.56,
1137,29085,-46780.5,-17032.5,-29748,
1138,29050,-80460.2,-30129,-50331.2,
1139,29260,-107738,-40726.5,-67011.2,
1140,28175,-119158,-45210,-73948,
1141,27860,-111996,-42438,-69558.4,
1142,27370,-82799.9,-31105.5,-51694.4,
1143,28455,-48949.8,-17901,-31048.8,
1144,32270,-18526.9,-5920.5,-12606.4,
1145,41615,0,0,0,
1146,53550,53550,22950,30600,
1147,61425,61425,26325,35100,
1148,62160,177660,76140,101520,
1149,57260,172760,74040,98720,
1150,46480,161980,69420,92560,
1151,35455,133637,56168.7,77468.3,
1152,23835,23835,10215,13620,
1153,19880,19880,8520,11360,
1154,18235,18235,7815,10420,
1155,17745,17745,7605,10140,
1156,17675,17675,7575,10100,
1157,19565,19565,8385,11180,
1158,26740,26740,11460,15280,
1159,36925,36925,15825,21100,
1160,33390,14525.8,8885.17,5640.67,
1161,26985,-53718.3,-19813.5,-33904.8,
1162,27055,-83114.9,-31240.5,-51874.4,
1163,27405,-101017,-38187,-62829.6,
1164,26495,-110283,-41826,-68456.8,
1165,26355,-111302,-42228,-69074.4,
1166,26040,-64119,-23895,-40224,
1167,27055,-27260.3,-9523.5,-17736.8,
1168,31010,-11650.6,-3297,-8353.6,
1169,40355,0,0,0,
1170,52325,52325,22425,29900,
1171,60200,60200,25800,34400,
1172,60900,176400,75600,100800,
1173,56000,171500,73500,98000,
1174,45465,160965,68985,91980,
1175,34895,133077,55928.7,77148.3,
1176,23835,23835,10215,13620,
1177,19880,19880,8520,11360,
1178,18235,18235,7815,10420,
1179,17710,17710,7590,10120,
1180,17255,17255,7395,9860,
1181,19075,19075,8175,10900,
1182,25970,25970,11130,14840,
1183,36260,36260,15540,20720,
1184,32935,19185.5,10617.2,8568.29,
1185,26985,-58776,-21780,-36996,
1186,27055,-74538.8,-27906,-46632.8,
1187,27405,-98597.7,-37246.5,-61351.2,
1188,26495,-109623,-41569.5,-68053.6,
1189,26355,-62484.6,-23247,-39237.6,
1190,26040,-59940.9,-22270.5,-37670.4,
1191,27055,-38255.3,-13798.5,-24456.8,
1192,31010,-5493.4,-903,-4590.4,
1193,40355,0,0,0,
1194,52325,52325,22425,29900,
1195,60200,60200,25800,34400,
1196,60900,176400,75600,100800,
1197,56000,171500,73500,98000,
1198,45465,160965,68985,91980,
1199,34895,133077,55928.7,77148.3,
1200,23835,23835,10215,13620,
1201,19880,19880,8520,11360,
1202,18235,18235,7815,10420,
1203,17710,17710,7590,10120,
1204,17255,17255,7395,9860,
1205,19075,19075,8175,10900,
1206,25725,25725,11025,14700,
1207,36260,36260,15540,20720,
1208,32935,10677.7,7311.17,3366.57,
1209,26985,-55697.4,-20583,-35114.4,
1210,27055,-90371.6,-34062,-56309.6,
1211,27405,-114211,-43317,-70893.6,
1212,26495,-125676,-47811,-77864.8,
1213,26355,-121858,-46332,-75525.6,
1214,26040,-103921,-39370.5,-64550.4,
1215,27055,-63104,-23460,-39644,
1216,31010,-16268.5,-5092.5,-11176,
1217,40355,0,0,0,
1218,52325,52325,22425,29900,
1219,60200,60200,25800,34400,
1220,60900,176400,75600,100800,
1221,56000,171500,73500,98000,
1222,45465,160965,68985,91980,
1223,34895,133077,55928.7,77148.3,
1224,23835,23835,10215,13620,
1225,19880,19880,8520,11360,
1226,18235,18235,7815,10420,
1227,17745,17745,7605,10140,
1228,17675,17675,7575,10100,
1229,19845,19845,8505,11340,
1230,27300,27300,11700,15600,
1231,37170,37170,15930,21240,
1232,33565,7501.06,6099.17,1401.89,
1233,26985,-57896.4,-21438,-36458.4,
1234,27055,-92790.5,-35002.5,-57788,
1235,27405,-114650,-43488,-71162.4,
1236,26495,-126995,-48324,-78671.2,
1237,26355,-123177,-46845,-76332,
1238,26040,-105460,-39969,-65491.2,
1239,27055,-73879.1,-27649.5,-46229.6,
1240,31010,-30781.9,-10735.5,-20046.4,
1241,40355,0,0,0,
1242,52325,52325,22425,29900,
1243,60200,60200,25800,34400,
1244,60900,176400,75600,100800,
1245,56000,171500,73500,98000,
1246,45465,160965,68985,91980,
1247,34895,133077,55928.7,77148.3,
1248,23835,23835,10215,13620,
1249,19880,19880,8520,11360,
1250,18235,18235,7815,10420,
1251,17710,17710,7590,10120,
1252,17710,17710,7590,10120,
1253,19810,19810,8490,11320,
1254,27265,27265,11685,15580,
1255,37135,37135,15915,21220,
1256,33425,1733.55,3835.17,-2101.62,
1257,26985,-58336.2,-21609,-36727.2,
1258,27055,-93230.3,-35173.5,-58056.8,
1259,27405,-117069,-44428.5,-72640.8,
1260,26495,-128754,-49008,-79746.4,
1261,26355,-125156,-47614.5,-77541.6,
1262,26040,-80831.4,-30393,-50438.4,
1263,27055,-74099,-27735,-46364,
1264,31010,-28363,-9795,-18568,
1265,40355,0,0,0,
1266,52325,52325,22425,29900,
1267,60200,60200,25800,34400,
1268,60900,176400,75600,100800,
1269,56000,171500,73500,98000,
1270,45465,160965,68985,91980,
1271,34895,133077,55928.7,77148.3,
1272,24080,24080,10320,13760,
1273,20020,20020,8580,11440,
1274,18340,18340,7860,10480,
1275,17780,17780,7620,10160,
1276,17570,17570,7530,10040,
1277,19810,19810,8490,11320,
1278,27405,27405,11745,15660,
1279,37660,37660,16140,21520,
1280,34440,2248.4,4080.17,-1831.77,
1281,28595,-54307.3,-19978.5,-34328.8,
1282,28875,-85912.8,-32256,-53656.8,
1283,29260,-110157,-41667,-68489.6,
1284,28175,-116959,-44355,-72604,
1285,27860,-113536,-43036.5,-70499.2,
1286,27370,-105010,-39741,-65268.8,
1287,28455,-73578.6,-27477,-46101.6,
1288,32270,-29961.7,-10366.5,-19595.2,
1289,41615,0,0,0,
1290,53550,53550,22950,30600,
1291,61425,61425,26325,35100,
1292,62160,177660,76140,101520,
1293,57260,172760,74040,98720,
1294,46480,161980,69420,92560,
1295,35455,133637,56168.7,77468.3,
1296,24080,24080,10320,13760,
1297,20020,20020,8580,11440,
1298,18340,18340,7860,10480,
1299,17780,17780,7620,10160,
1300,17360,17360,7440,9920,
1301,19215,19215,8235,10980,
1302,26075,26075,11175,14900,
1303,36995,36995,15855,21140,
1304,34090,2667.47,4283.17,-1615.7,
1305,28595,-57385.9,-21175.5,-36210.4,
1306,28875,-91630.2,-34479,-57151.2,
1307,29260,-114774,-43462.5,-71312,
1308,28175,-125755,-47775,-77980,
1309,27860,-121672,-46200,-75472,
1310,27370,-104130,-39399,-64731.2,
1311,28455,-72259.2,-26964,-45295.2,
1312,32270,-29082.1,-10024.5,-19057.6,
1313,41615,0,0,0,
1314,53550,53550,22950,30600,
1315,61425,61425,26325,35100,
1316,62160,177660,76140,101520,
1317,57260,172760,74040,98720,
1318,46480,161980,69420,92560,
1319,35455,133637,56168.7,77468.3,
1320,23835,23835,10215,13620,
1321,19880,19880,8520,11360,
1322,18235,18235,7815,10420,
1323,17710,17710,7590,10120,
1324,17255,17255,7395,9860,
1325,19075,19075,8175,10900,
1326,25725,25725,11025,14700,
1327,36260,36260,15540,20720,
1328,32935,3734.26,4652.67,-918.409,
1329,26985,-57896.4,-21438,-36458.4,
1330,27055,-92350.7,-34831.5,-57519.2,
1331,27405,-115970,-44001,-71968.8,
1332,26495,-126555,-48153,-78402.4,
1333,26355,-122297,-46503,-75794.4,
1334,26040,-104361,-39541.5,-64819.2,
1335,27055,-72559.7,-27136.5,-45423.2,
1336,31010,-29022.7,-10051.5,-18971.2,
1337,40355,0,0,0,
1338,52325,52325,22425,29900,
1339,60200,60200,25800,34400,
1340,60900,176400,75600,100800,
1341,56000,171500,73500,98000,
1342,45465,160965,68985,91980,
1343,34895,133077,55928.7,77148.3,
1344,23835,23835,10215,13620,
1345,19880,19880,8520,11360,
1346,18235,18235,7815,10420,
1347,17710,17710,7590,10120,
1348,17255,17255,7395,9860,
1349,19075,19075,8175,10900,
1350,25725,25725,11025,14700,
1351,36260,36260,15540,20720,
1352,32935,-2623.48,2124.17,-4747.65,
1353,26985,-62074.5,-23062.5,-39012,
1354,27055,-96748.7,-36541.5,-60207.2,
1355,27405,-119268,-45283.5,-73984.8,
1356,26495,-130294,-49606.5,-80687.2,
1357,26355,-126256,-48042,-78213.6,
1358,26040,-108319,-41080.5,-67238.4,
1359,27055,-76957.7,-28846.5,-48111.2,
1360,31010,-33420.7,-11761.5,-21659.2,
1361,40355,0,0,0,
1362,52325,52325,22425,29900,
1363,60200,60200,25800,34400,
1364,60900,176400,75600,100800,
1365,56000,171500,73500,98000,
1366,45465,160965,68985,91980,
1367,34895,133077,55928.7,77148.3,
1368,23835,23835,10215,13620,
1369,19880,19880,8520,11360,
1370,18235,18235,7815,10420,
1371,17710,17710,7590,10120,
1372,17255,17255,7395,9860,
1373,19075,19075,8175,10900,
1374,25725,25725,11025,14700,
1375,36260,36260,15540,20720,
1376,32935,-11518.7,-1343.33,-10175.3,
1377,26985,-65592.9,-24430.5,-41162.4,
1378,27055,-100047,-37824,-62223.2,
1379,27405,-122347,-46480.5,-75866.4,
1380,26495,-134252,-51145.5,-83106.4,
1381,26355,-130434,-49666.5,-80767.2,
1382,26040,-90946.8,-34326,-56620.8,
1383,27055,-78057.2,-29274,-48783.2,
1384,31010,-36719.2,-13044,-23675.2,
1385,40355,0,0,0,
1386,52325,52325,22425,29900,
1387,60200,60200,25800,34400,
1388,60900,176400,75600,100800,
1389,56000,171500,73500,98000,
1390,45465,160965,68985,91980,
1391,34895,133077,55928.7,77148.3,
1392,23835,23835,10215,13620,
1393,19880,19880,8520,11360,
1394,18235,18235,7815,10420,
1395,17710,17710,7590,10120,
1396,17255,17255,7395,9860,
1397,19075,19075,8175,10900,
1398,25725,25725,11025,14700,
1399,36260,36260,15540,20720,
1400,32935,-10844.2,-1086.83,-9757.37,
1401,26985,-65153.1,-24259.5,-40893.6,
1402,27055,-100047,-37824,-62223.2,
1403,27405,-122787,-46651.5,-76135.2,
1404,26495,-133152,-50718,-82434.4,
1405,26355,-129114,-49153.5,-79960.8,
1406,26040,-110958,-42106.5,-68851.2,
1407,27055,-78936.8,-29616,-49320.8,
1408,31010,-34520.2,-12189,-22331.2,
1409,40355,0,0,0,
1410,52325,52325,22425,29900,
1411,60200,60200,25800,34400,
1412,60900,176400,75600,100800,
1413,56000,171500,73500,98000,
1414,45465,160965,68985,91980,
1415,34895,133077,55928.7,77148.3,
1416,28630,28630,12270,16360,
1417,31955,31955,13695,18260,
1418,16905,16905,7245,9660,
1419,16415,16415,7035,9380,
1420,16135,16135,6915,9220,
1421,17675,17675,7575,10100,
1422,22960,22960,9840,13120,
1423,31360,31360,13440,17920,
1424,28455,28455,12195,16260,
1425,24710,-64012,-22082.3,-41929.6,
1426,25025,-63154.9,-23560.5,-39594.4,
1427,25340,-129250,-49246.5,-80003.2,
1428,24500,-6505.9,-1555.5,-4950.4,
1429,24185,-85765,-32385,-53380,
1430,23730,-113927,-43353,-70574.4,
1431,24640,-87289.1,-32959.5,-54329.6,
1432,27720,-47046,-17190,-29856,
1433,34930,-2888,0,-2888,
1434,44590,44590,19110,25480,
1435,52920,52920,22680,30240,
1436,57540,173040,74160,98880,
1437,52710,168210,72090,96120,
1438,42770,158270,67830,90440,
1439,32725,130907,54998.7,75908.3,
1440,22540,22540,9660,12880,
1441,18655,18655,7995,10660,
1442,16975,16975,7275,9700,
